ID,District,ProjectStartDate,ProposedDateOfCompletion,ProjectID,ProjectID2,ApartmentType,ApartmentCarpetArea,ApartmentNumber,BookedApartment,percentage booked,CreatedOn,AreaOfExclusiveVeranda,AreaOfExclusiveBalcony,AreaOfExclusiveOpenTerrace,ShareOfCommonArea,TotalArea,ApartmentTypeDD,AreaOfExternalWall,Internal Roads & Footpaths,Visitors Parking,"Water conservation, Rain water harvesting",Energy Management,Fire protection and Fire safety requirements,"Electrical meter room, Sub-station, Receiving station",Aggregate area of recreational open space,Open parking,Water supply,"Sewerage (Chamber, Lines, Septic tank, STP)",Storm water drains,Landscaping & Tree planting,Street lighting,Community buildings,Treatment and disposal of sewage and sullage water,Solid waste management and disposal,Public health services,Servant's room with attached toilet,Driver's room with attached toilet,Intercom facility,Outdoor gathering pavilion,Association room,Security cameras,Indoor Games Room,Guest Suite,Reticulated Gas Supply,Sign Boards,Letter box,Solar systems
332,601,2016-08-24 00:00:00,2020-09-30 00:00:00,332,332,4BHK,108.81,1,1,1,2021-03-23 13:20:00,0,3.97,78.13,31.33,248.95,1140,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,595,2020-12-15 00:00:00,2022-06-15 00:00:00,335,335,3BHK,70.37,6,2,0.3333333333,2022-03-14 13:03:00,0,7.86,0,53.55,834.24,1139,7.26,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,595,2020-12-15 00:00:00,2022-06-15 00:00:00,335,335,3BHK,77.69,6,2,0.3333333333,2022-03-14 13:03:00,0,6.96,0,58.35,909.06,1139,8.51,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,1BHK,31.66,1,1,1,2022-01-19 12:20:00,0,3.16,0,12.35,47.1,1137,3.6,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,1BHK,37.7,1,1,1,2022-01-19 12:20:00,0,3.19,0,14.09,55.09,1137,4,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,1BHK,31.66,1,1,1,2022-01-19 12:20:00,0,3.16,0,12.35,47.1,1137,3.6,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,1BHK,37.7,1,1,1,2022-01-19 12:20:00,0,3.19,0,14.09,55.09,1137,4,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,1BHK,29.8,1,1,1,2022-01-19 12:20:00,0,2.92,0,11.8,44.5,1137,3.53,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,1BHK,35.07,1,1,1,2022-01-19 12:20:00,0,2.97,0,13.39,51.46,1137,3.92,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,1BHK,30.98,1,1,1,2022-01-19 12:20:00,0,2.21,0,11.35,44.41,1137,2.98,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,60.22,1,1,1,2022-01-19 12:20:00,0,5.4,0,22.58,88.35,1138,6.41,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,61.38,1,1,1,2022-01-19 12:20:00,0,5.62,0,21.6,88.72,1138,5.33,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,61.38,1,1,1,2022-01-19 12:20:00,0,5.62,0,21.59,88.72,1138,5.33,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,61.48,1,1,1,2022-01-19 12:20:00,0,4.82,0,24.13,87.98,1138,5.43,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,54.22,1,1,1,2022-01-19 12:20:00,0,3.18,0,19.53,77.39,1138,5.64,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,61.38,1,1,1,2022-01-19 12:20:00,0,5.62,0,21.59,88.72,1138,5.33,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,61.48,1,1,1,2022-01-19 12:20:00,0,4.82,0,24.13,87.98,1138,5.43,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,54.22,1,1,1,2022-01-19 12:20:00,0,3.18,0,19.53,77.39,1138,5.64,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,58.6,1,1,1,2022-01-19 12:20:00,0,3.04,0,20.55,82.59,1138,5.65,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,61.48,1,1,1,2022-01-19 12:20:00,0,4.88,0,24.11,87.98,1138,5.51,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,54.22,1,1,1,2022-01-19 12:20:00,0,3.18,0,19.53,77.39,1138,5.65,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,52.68,1,1,1,2022-01-19 12:20:00,0,6.02,0,19.4,78.22,1138,5.07,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,66.13,1,1,1,2022-01-19 12:20:00,0,7.48,0,26.54,97.83,1138,6.12,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,2BHK,54.22,1,1,1,2022-01-19 12:20:00,0,3.18,0,19.53,77.39,1138,5.65,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,3BHK,72.65,1,1,1,2022-01-19 12:20:00,0,8.52,0,25.58,107.02,1139,6.09,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,3BHK,72.65,1,1,1,2022-01-19 12:20:00,0,8.52,0,25.58,107.02,1139,6.09,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,3BHK,72.57,1,1,1,2022-01-19 12:20:00,0,8.52,0,25.47,106.93,1139,6.09,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,591,2019-05-05 00:00:00,2022-09-27 00:00:00,336,336,3BHK,90.72,1,1,1,2022-01-19 12:20:00,0,10.52,0,36.91,128.39,1139,5.19,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,601,2018-10-20 00:00:00,2022-08-25 00:00:00,337,337,2BHK,66.84,3,3,1,2023-01-05 17:29:00,3.85,3.85,0,17.19,96.06,1138,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,601,2018-10-20 00:00:00,2022-08-25 00:00:00,337,337,3BHK,94.52,4,4,1,2023-01-05 17:29:00,3.5,3.5,0,23.6,131.92,1139,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,601,2018-10-20 00:00:00,2022-08-25 00:00:00,337,337,3BHK,96.73,1,1,1,2023-01-05 17:29:00,4.57,4.57,0,24.25,135.45,1139,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,601,2018-10-20 00:00:00,2022-08-25 00:00:00,337,337,3BHK,95.63,3,3,1,2023-01-05 17:29:00,3.83,3.83,0,23.6,131.73,1139,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,601,2018-10-20 00:00:00,2022-08-25 00:00:00,337,337,3BHK,119.42,1,1,1,2023-01-05 17:29:00,5.2,5.2,0,29.64,165.83,1139,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,601,2018-10-20 00:00:00,2022-08-25 00:00:00,337,337,3BHK,121.33,3,2,0.6666666667,2023-01-05 17:29:00,5.2,5.2,0,30.1,168.43,1139,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
338,594,2014-08-20 00:00:00,2021-12-30 00:00:00,338,338,Bangalow / Villas,155.22,1,1,1,2021-03-23 16:37:00,0,7.64,20.35,0,182.23,1143,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,594,2014-08-20 00:00:00,2021-12-30 00:00:00,338,338,Bangalow / Villas,166.81,1,1,1,2021-03-23 16:38:00,0,3.34,19.24,0,182.24,1143,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,594,2014-08-20 00:00:00,2021-12-30 00:00:00,338,338,Bangalow / Villas,153.42,1,1,1,2021-03-23 16:40:00,0,9.48,20.36,0,182.25,1143,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,594,2014-08-20 00:00:00,2021-12-30 00:00:00,338,338,Bangalow / Villas,159.99,1,1,1,2021-03-23 16:41:00,0,3.29,14.49,0,182.26,1143,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,594,2014-08-20 00:00:00,2021-12-30 00:00:00,338,338,Bangalow / Villas,156.61,1,1,1,2021-03-23 16:43:00,0,7.32,19.65,0,187.38,1143,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,594,2014-08-20 00:00:00,2021-12-30 00:00:00,338,338,Bangalow / Villas,155.06,1,1,1,2021-03-23 16:44:00,0,7.65,14.46,0,190.03,1143,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,594,2014-08-20 00:00:00,2021-12-30 00:00:00,338,338,Bangalow / Villas,276.43,1,1,1,2021-03-23 16:50:00,0,11.07,27.1,0,299.27,1143,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,594,2014-08-20 00:00:00,2021-12-30 00:00:00,338,338,Bangalow / Villas,189.7,1,1,1,2021-03-23 16:46:00,0,3.61,23.63,0,276.58,1143,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,594,2014-08-20 00:00:00,2021-12-30 00:00:00,338,338,Bangalow / Villas,224.68,1,1,1,2021-03-23 16:49:00,0,3.29,42.18,0,255.19,1143,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,594,2014-08-20 00:00:00,2021-12-30 00:00:00,338,338,Bangalow / Villas,173.5,1,1,1,2021-03-23 16:35:00,0,8.92,16.39,0,182.22,1143,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,1BHK,35.89,4,4,1,2022-04-26 18:06:00,0,2.1,0,0.62,52.02,1137,3.41,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,2BHK,50.94,5,2,0.4,2022-04-26 18:06:00,0,1.94,0,1.38,59.27,1138,5.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,2BHK,49.07,5,4,0.8,2022-04-26 18:06:00,0,1.99,0,0.69,57.05,1138,5.3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,2BHK,47.12,5,1,0.2,2022-04-26 18:06:00,0,1.94,0,1.05,54.86,1138,4.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,2BHK,46.99,5,0,0,2022-04-26 18:06:00,0,1.94,0,1.07,54.67,1138,4.67,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,2BHK,47.12,4,1,0.25,2022-04-26 18:06:00,0,1.94,0,1.07,54.86,1138,4.73,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,2BHK,47.12,5,3,0.6,2022-04-26 18:00:00,0,1.94,0,1.04,54.66,1138,4.56,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,2BHK,46.95,4,0,0,2022-04-26 18:00:00,0,1.94,0,1.55,55.04,1138,5.15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,2BHK,47.12,5,1,0.2,2022-04-26 18:00:00,0,1.94,0,1.07,54.84,1138,4.71,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,2BHK,48.76,5,4,0.8,2022-04-26 18:00:00,0,1.94,0,0.64,56.25,1138,4.91,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,2BHK,46.95,5,3,0.6,2022-04-26 18:00:00,0,1.94,0,1.04,54.68,1138,4.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,595,2019-02-27 00:00:00,2021-12-30 00:00:00,339,339,2BHK,48.93,4,2,0.5,2022-04-26 18:00:00,0,1.99,0,0.98,56.59,1138,4.69,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,594,2019-11-13 00:00:00,2022-09-30 00:00:00,340,340,1BHK,33.39,4,4,1,2022-04-07 16:13:00,0,1.39,0,10.57,48.07,1137,2.72,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,594,2019-11-13 00:00:00,2022-09-30 00:00:00,340,340,2BHK,60.62,1,1,1,2022-04-07 16:13:00,0,1.94,0,19.2,87.6,1138,5.84,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,594,2019-11-13 00:00:00,2022-09-30 00:00:00,340,340,2BHK,48.26,1,1,1,2022-04-07 16:13:00,0,2.67,0,15.28,71.3,1138,5.09,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,594,2019-11-13 00:00:00,2022-09-30 00:00:00,340,340,2BHK,57.96,4,3,0.75,2022-04-07 16:13:00,0,3.68,0,18.35,84.97,1138,4.98,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,594,2019-11-13 00:00:00,2022-09-30 00:00:00,340,340,2BHK,61.27,4,4,1,2022-04-07 16:13:00,0,8.58,0,19.4,93.58,1138,4.33,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,594,2019-11-13 00:00:00,2022-09-30 00:00:00,340,340,2BHK,64.01,4,3,0.75,2022-04-07 16:13:00,0,5.55,0,20.27,94.86,1138,5.03,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,594,2019-11-13 00:00:00,2022-09-30 00:00:00,340,340,2BHK,60.67,4,3,0.75,2022-04-07 16:13:00,0,1.94,0,19.21,86.82,1138,5,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,594,2019-11-13 00:00:00,2022-09-30 00:00:00,340,340,2BHK,60.7,4,3,0.75,2022-04-07 16:13:00,0,6.46,0,19.22,90.38,1138,4,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,594,2019-11-13 00:00:00,2022-09-30 00:00:00,340,340,3BHK,82.06,4,4,1,2022-04-07 16:13:00,0,7.89,0,25.99,122.02,1139,6.08,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,591,2016-07-12 00:00:00,2024-03-31 00:00:00,343,343,2BHK,128.46,1,0,0,2022-02-28 11:36:00,0,12.77,0,0,141.23,1138,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,591,2016-07-12 00:00:00,2024-03-31 00:00:00,343,343,2BHK,92.34,14,6,0.4285714286,2022-02-28 11:36:00,0,4.32,0,0,96.66,1138,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,591,2016-07-12 00:00:00,2024-03-31 00:00:00,343,343,2BHK,128.46,11,2,0.1818181818,2022-02-28 11:36:00,0,9.38,0,0,137.84,1138,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,591,2016-07-12 00:00:00,2024-03-31 00:00:00,343,343,3BHK,130.02,13,4,0.3076923077,2022-02-28 11:36:00,0,10.03,0,0,140.05,1139,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,591,2016-07-12 00:00:00,2024-03-31 00:00:00,343,343,3BHK,134.42,11,1,0.09090909091,2022-02-28 11:36:00,0,10.06,0,0,144.48,1139,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,591,2016-07-12 00:00:00,2024-03-31 00:00:00,343,343,3BHK,147.5,14,2,0.1428571429,2022-02-28 11:36:00,0,12.7,0,0,160.2,1139,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,589,2017-12-08 00:00:00,2021-06-30 00:00:00,344,344,2BHK,65.77,1,1,1,2021-04-01 10:32:00,3.35,8.35,0,14.98,92.45,1138,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,589,2017-12-08 00:00:00,2021-06-30 00:00:00,344,344,2BHK,65.12,13,13,1,2021-04-01 10:32:00,4,7.37,0,15.93,92.42,1138,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,589,2017-12-08 00:00:00,2021-06-30 00:00:00,344,344,2BHK,74.69,12,12,1,2021-04-01 10:32:00,6.55,7.76,0,18.26,107.27,1138,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,589,2017-12-08 00:00:00,2021-06-30 00:00:00,344,344,3BHK,115.38,1,1,1,2021-04-01 10:32:00,4.66,11.99,0,25.87,157.9,1139,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,589,2017-12-08 00:00:00,2021-06-30 00:00:00,344,344,3BHK,115.38,13,13,1,2021-04-01 10:32:00,4.66,10.07,0,27.8,157.91,1139,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,589,2017-12-08 00:00:00,2021-06-30 00:00:00,344,344,3BHK,118.73,13,13,1,2021-04-01 10:32:00,7.71,11.68,0,28.64,166.76,1139,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,2BHK,79.18,1,0,0,2022-05-27 17:27:00,0,11.25,0,23.83,139.87,1138,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,2BHK,79.18,1,0,0,2022-05-27 17:27:00,0,11.25,0,23.83,135.69,1138,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,2BHK,71.56,1,0,0,2022-05-27 17:27:00,0,10.32,0,21.59,133.36,1138,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,2BHK,71.56,1,0,0,2022-05-27 17:27:00,0,10.32,0,21.59,122.21,1138,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,2BHK,79.18,26,16,0.6153846154,2022-05-27 17:27:00,0,11.25,0,23.83,111.52,1138,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,2BHK,79.18,24,20,0.8333333333,2022-05-27 17:27:00,0,11.25,0,23.83,123.14,1138,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,3BHK,123.23,1,0,0,2022-05-27 17:27:00,0,18.12,0,36.87,198.42,1139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,3BHK,106.78,1,0,0,2022-05-27 17:27:00,0,13.2,0,31.21,176.12,1139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,3BHK,108.76,1,0,0,2022-05-27 17:27:00,0,13.2,0,31.48,177.51,1139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,3BHK,106.78,13,10,0.7692307692,2022-05-27 17:27:00,0,13.2,0,31.21,161.25,1139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,3BHK,124.35,1,0,0,2022-05-27 17:27:00,0,18.12,0,37.05,199.35,1139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,3BHK,124.35,13,7,0.5384615385,2022-05-27 17:27:00,0,18.12,0,37.05,191.45,1139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,3BHK,108.64,13,6,0.4615384615,2022-05-27 17:27:00,0,13.2,0,31.48,162.64,1139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,600,2017-11-14 00:00:00,2021-12-31 00:00:00,345,345,3BHK,123.23,13,9,0.6923076923,2022-05-27 17:27:00,0,18.12,0,26.87,190.52,1139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
346,601,2019-10-30 00:00:00,2024-06-30 00:00:00,346,346,2BHK,86.05,2,2,1,2023-04-06 16:03:00,3.28,3.28,0,22.49,124.72,1138,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,601,2019-10-30 00:00:00,2024-06-30 00:00:00,346,346,2BHK,62.12,7,6,0.8571428571,2023-04-06 16:03:00,6.6,6.6,0,17.26,95.72,1138,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,601,2019-10-30 00:00:00,2024-06-30 00:00:00,346,346,3BHK,95.49,7,6,0.8571428571,2023-04-06 16:03:00,8.2,8.2,0,25.37,140.71,1139,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
