ID,District,ProjectStartDate,ProposedDateOfCompletion,ProjectID,ProjectID2,ApartmentType,ApartmentCarpetArea,ApartmentNumber,BookedApartment,percentage booked,CreatedOn,AreaOfExclusiveVeranda,AreaOfExclusiveBalcony,AreaOfExclusiveOpenTerrace,ShareOfCommonArea,TotalArea,ApartmentTypeDD,AreaOfExternalWall,Internal Roads & Footpaths,Visitors Parking,"Water conservation, Rain water harvesting",Energy Management,Fire protection and Fire safety requirements,"Electrical meter room, Sub-station, Receiving station",Aggregate area of recreational open space,Open parking,Water supply,"Sewerage (Chamber, Lines, Septic tank, STP)",Storm water drains,Landscaping & Tree planting,Street lighting,Community buildings,Treatment and disposal of sewage and sullage water,Solid waste management and disposal,Public health services,Servant's room with attached toilet,Driver's room with attached toilet,Intercom facility,Outdoor gathering pavilion,Association room,Security cameras,Indoor Games Room,Guest Suite,Reticulated Gas Supply,Sign Boards,Letter box,Solar systems
1,595,2022-04-06 00:00:00,2023-06-20 00:00:00,1,1,1BHK,560,8,0,0,2021-02-18 15:57:00,80,80,70,120,890,1137,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,601,2019-06-30 00:00:00,2023-12-31 00:00:00,2,2,2BHK,80.39,1,1,1,2023-01-11 12:28:00,0,7.03,19.45,24.44,138.19,1138,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,601,2019-06-30 00:00:00,2023-12-31 00:00:00,2,2,2BHK,80.39,10,7,0.7,2023-01-11 12:28:00,0,7.03,0,24.44,118.74,1138,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,601,2019-06-30 00:00:00,2023-12-31 00:00:00,2,2,3BHK,110.26,1,1,1,2023-01-11 12:28:00,0,5.07,73.23,32.72,232.18,1139,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,601,2019-06-30 00:00:00,2023-12-31 00:00:00,2,2,3BHK,110.24,1,1,1,2023-01-11 12:28:00,0,6.9,34.12,32.85,193.69,1139,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,601,2019-06-30 00:00:00,2023-12-31 00:00:00,2,2,3BHK,110.26,10,4,0.4,2023-01-11 12:28:00,0,5.07,0,32.72,158.95,1139,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,601,2019-06-30 00:00:00,2023-12-31 00:00:00,2,2,3BHK,110.24,10,3,0.3,2023-01-11 12:28:00,0,6.9,0,32.85,159.57,1139,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,601,2019-12-01 00:00:00,2023-05-29 00:00:00,3,3,3BHK,93,1,1,1,2023-01-07 10:50:00,6,0,9,37,145,1139,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,67.23,12,1,0.08333333333,2023-01-31 21:49:00,0,4.08,0,27.15,104.72,1138,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,71.93,12,1,0.08333333333,2023-01-31 21:49:00,0,10.1,0,31.2,120.01,1138,6.87,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,71.93,12,1,0.08333333333,2023-01-31 21:49:00,0,10.1,0,31.2,120.01,1138,6.87,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,71.94,12,1,0.08333333333,2023-01-31 21:49:00,0,4.68,5.42,29.09,114.94,1138,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,76.16,12,1,0.08333333333,2023-01-31 21:49:00,0,4.05,0,30.43,117.38,1138,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,65.13,12,1,0.08333333333,2023-01-31 21:49:00,0,6.31,0,27.21,104.96,1138,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,69.68,12,1,0.08333333333,2023-01-31 21:49:00,0,2.5,0,27.53,106.21,1138,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,60,12,1,0.08333333333,2023-01-31 21:49:00,0,5.37,0,24.96,96.3,1138,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,76.16,12,1,0.08333333333,2023-01-31 21:49:00,0,4.05,0,30.43,117.38,1138,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,65.13,12,1,0.08333333333,2023-01-31 21:49:00,0,6.31,0,27.21,104.96,1138,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,76.16,12,1,0.08333333333,2023-01-31 21:49:00,0,4.05,0,30.43,117.38,1138,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,601,2019-06-01 00:00:00,2023-12-30 00:00:00,5,5,2BHK,65.13,12,1,0.08333333333,2023-01-31 21:49:00,0,6.31,0,27.21,104.96,1138,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,601,2019-08-25 00:00:00,2022-11-05 00:00:00,6,6,Bangalow / Villas,109.29,1,1,1,2021-04-16 10:55:00,0,18.92,0,0,145.84,1143,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,601,2019-08-25 00:00:00,2022-11-05 00:00:00,6,6,Bangalow / Villas,110.64,1,0,0,2021-03-08 12:29:00,0,23.22,0,0,151.88,1143,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,601,2019-08-25 00:00:00,2022-11-05 00:00:00,6,6,Bangalow / Villas,139.39,1,1,1,2021-03-09 11:54:00,0,23.6,0,0,181.14,1143,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,601,2019-08-25 00:00:00,2022-11-05 00:00:00,6,6,Bangalow / Villas,139.39,1,0,0,2021-03-03 12:31:00,0,23.61,0,0,180.95,1143,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,601,2019-08-25 00:00:00,2022-11-05 00:00:00,6,6,Bangalow / Villas,172.69,1,0,0,2021-03-08 11:54:00,0,34.47,0,0,226.66,1143,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,601,2019-08-25 00:00:00,2022-11-05 00:00:00,6,6,Bangalow / Villas,139.39,1,1,1,2021-04-16 10:56:00,0,23.6,0,0,181.14,1143,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,601,2019-08-25 00:00:00,2022-11-05 00:00:00,6,6,Bangalow / Villas,95.92,1,1,1,2021-04-16 10:56:00,0,13.51,0,0,123.08,1143,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,601,2019-08-25 00:00:00,2022-11-05 00:00:00,6,6,Bangalow / Villas,139.39,1,1,1,2023-01-24 15:47:00,0,23.6,0,0,181.14,1143,18.15,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,601,2019-08-25 00:00:00,2022-11-05 00:00:00,6,6,Bangalow / Villas,109.29,1,1,1,2023-01-24 15:52:00,0,18.92,0,0,145.84,1143,17.63,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,600,2015-11-04 00:00:00,2022-12-31 00:00:00,7,7,Bangalow / Villas,138.65,1,0,0,2021-03-24 16:03:00,4.8,4.8,39.05,0,187.3,1143,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,600,2015-11-04 00:00:00,2022-12-31 00:00:00,7,7,Bangalow / Villas,135.48,1,0,0,2021-03-24 15:53:00,7.6,4.8,39,0,186.89,1143,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,600,2015-11-04 00:00:00,2022-12-31 00:00:00,7,7,Bangalow / Villas,138.65,1,0,0,2021-03-24 16:06:00,4.8,4.8,39.05,0,187.3,1143,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,600,2015-11-04 00:00:00,2022-12-31 00:00:00,7,7,Bangalow / Villas,138.65,1,0,0,2021-03-24 16:08:00,4.8,4.8,39.05,0,187.3,1143,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,600,2015-11-04 00:00:00,2022-12-31 00:00:00,7,7,Bangalow / Villas,128.4,1,0,0,2021-03-24 16:10:00,4.4,4.7,20.16,0,157.64,1143,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,600,2015-11-04 00:00:00,2022-12-31 00:00:00,7,7,Shops and Showrooms,153.35,1,0,0,2021-03-24 16:11:00,5.5,5.4,55.47,0,219.7,1142,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,601,2019-12-31 00:00:00,2025-06-30 00:00:00,8,8,2BHK,77.3,1,0,0,2021-09-29 13:21:00,0,2.53,0,24.5,112.6,1138,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,601,2019-12-31 00:00:00,2025-06-30 00:00:00,8,8,2BHK,74.81,1,0,0,2021-09-29 13:21:00,0,0,0,38.72,124.95,1138,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,601,2019-12-31 00:00:00,2025-06-30 00:00:00,8,8,2BHK,110.59,1,0,0,2021-09-29 13:21:00,0,0,0,57.24,181.2,1138,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,601,2019-12-31 00:00:00,2025-06-30 00:00:00,8,8,2BHK,81.52,1,0,0,2021-09-29 13:21:00,0,3.79,26.9,26.19,119.98,1138,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,601,2019-12-31 00:00:00,2025-06-30 00:00:00,8,8,3BHK,101.81,1,0,0,2021-09-29 13:21:00,0,7.57,27.04,50.68,175.33,1139,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,601,2019-12-31 00:00:00,2025-06-30 00:00:00,8,8,3BHK,87.79,2,0,0,2021-09-29 13:21:00,0,3,0,20.55,249.6,1139,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,601,2019-12-31 00:00:00,2025-06-30 00:00:00,8,8,3BHK,123.5,1,0,0,2021-09-29 13:21:00,0,7.07,15.47,29.55,174.5,1139,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,601,2019-12-31 00:00:00,2025-06-30 00:00:00,8,8,3BHK,123.5,1,0,0,2021-09-29 13:21:00,0,7.07,0,29.55,174.5,1139,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,601,2019-12-31 00:00:00,2025-06-30 00:00:00,8,8,3BHK,85.75,5,0,0,2021-09-29 13:21:00,0,3,0,22.68,623.5,1139,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,601,2019-12-31 00:00:00,2025-06-30 00:00:00,8,8,3BHK,102.08,1,0,0,2021-09-29 13:21:00,0,5.72,24.35,27.54,148.34,1139,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,601,2019-12-31 00:00:00,2025-06-30 00:00:00,8,8,3BHK,102.08,4,0,0,2021-09-29 13:21:00,0,5.72,0,27.54,593.36,1139,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,601,2019-08-06 00:00:00,2022-03-30 00:00:00,13,13,2BHK,73.88,1,1,1,2022-11-01 10:08:00,0,2.88,3.71,17.28,103.34,1138,5.57,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,601,2019-08-06 00:00:00,2022-03-30 00:00:00,13,13,2BHK,73.88,3,3,1,2022-11-01 10:08:00,0,3.71,0,17.37,100.37,1138,5.39,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,601,2019-08-06 00:00:00,2022-03-30 00:00:00,13,13,2BHK,73.88,1,1,1,2022-11-01 10:08:00,0,3.71,17.19,17.37,117.56,1138,5.39,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,601,2019-08-06 00:00:00,2022-03-30 00:00:00,13,13,2BHK,73.88,3,3,1,2022-11-01 10:08:00,0,2.88,0,17.28,99.62,1138,5.57,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,601,2019-08-06 00:00:00,2022-03-30 00:00:00,13,13,3BHK,91.07,1,1,1,2022-11-01 10:08:00,0,3.81,25.09,21.18,147.11,1139,5.94,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,601,2019-08-06 00:00:00,2022-03-30 00:00:00,13,13,3BHK,91.07,3,3,1,2022-11-01 10:08:00,0,3.81,0,21.18,122.02,1139,5.94,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,601,2019-08-06 00:00:00,2022-03-30 00:00:00,13,13,3BHK,94.42,1,1,1,2022-11-01 10:08:00,0,3.81,35.68,22.3,164.31,1139,8.08,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,601,2019-08-06 00:00:00,2022-03-30 00:00:00,13,13,3BHK,90.33,3,3,1,2022-11-01 10:08:00,0,3.81,0,21.18,122.3,1139,6.97,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,601,2019-08-06 00:00:00,2022-03-30 00:00:00,13,13,3BHK,90.33,1,1,1,2022-11-01 10:08:00,0,3.81,17.19,21.18,139.49,1139,6.97,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,601,2019-08-06 00:00:00,2022-03-30 00:00:00,13,13,3BHK,94.42,3,3,1,2022-11-01 10:08:00,0,3.81,0,22.3,128.62,1139,8.08,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14,601,2018-06-15 00:00:00,2024-04-30 00:00:00,14,14,1BHK,46.11,82,43,0.5243902439,2021-03-10 14:51:00,0,0,0,14.74,60.85,1137,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,601,2017-03-01 00:00:00,2022-06-30 00:00:00,16,16,1BHK,35.82,8,0,0,2021-07-02 16:57:00,0,3.92,0,18.38,62.08,1137,3.96,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,601,2017-03-01 00:00:00,2022-06-30 00:00:00,16,16,1BHK,35.82,8,1,0.125,2021-07-02 16:57:00,0,3.81,0,18.39,62.08,1137,4.06,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,601,2017-03-01 00:00:00,2022-06-30 00:00:00,16,16,1BHK,36.25,5,1,0.2,2021-07-02 16:57:00,0,3.81,0,15.16,59.48,1137,4.26,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,601,2017-03-01 00:00:00,2022-06-30 00:00:00,16,16,1BHK,36.09,5,3,0.6,2021-07-02 16:57:00,0,3.81,0,14.66,58.08,1137,3.52,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,601,2017-03-01 00:00:00,2022-06-30 00:00:00,16,16,1BHK,32.53,5,1,0.2,2021-07-02 16:57:00,0,4.23,0,19.93,61,1137,4.31,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,601,2017-03-01 00:00:00,2022-06-30 00:00:00,16,16,1BHK,41.41,3,1,0.3333333333,2021-07-02 16:57:00,0,3.89,0,10.77,61.1,1137,5.03,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,601,2017-03-01 00:00:00,2022-06-30 00:00:00,16,16,1BHK,37.87,3,1,0.3333333333,2021-07-02 16:57:00,0,3.89,0,13.28,61.1,1137,6.06,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,2BHK,89.3,11,11,1,2023-04-04 16:26:00,0,10.52,0,23.87,132.52,1138,8.83,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,2BHK,89.3,1,1,1,2023-04-04 16:26:00,0,10.52,43.75,23.87,132.52,1138,8.83,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,3BHK,126.16,1,1,1,2023-04-04 16:26:00,0,13.56,63.21,32.91,182.71,1139,10.08,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,3BHK,158.73,13,13,1,2023-04-04 16:26:00,0,13.13,0,40.29,223.51,1139,11.36,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,3BHK,110.1,1,1,1,2023-04-04 16:26:00,0,8.94,39.82,28.39,157.43,1139,10,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,3BHK,158.73,1,1,1,2023-04-04 16:26:00,0,13.13,60.43,40.29,223.51,1139,11.36,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,3BHK,126.16,11,11,1,2023-04-04 16:26:00,0,13.56,0,32.91,182.71,1139,10.08,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,3BHK,110.1,11,11,1,2023-04-04 16:26:00,0,8.94,0,28.39,157.43,1139,10,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,3BHK,106.62,1,1,1,2023-04-04 16:26:00,0,8.94,6.6,27.55,152.69,1139,9.58,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,3BHK,106.62,1,1,1,2023-04-04 16:26:00,0,8.94,0,27.55,152.69,1139,9.58,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,Shops and Showrooms,140.42,1,1,1,2023-04-04 16:26:00,0,0,0,27.69,178.43,1142,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,Shops and Showrooms,97.95,1,1,1,2023-04-04 16:26:00,0,0,0,19.7,126.76,1142,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,Shops and Showrooms,198.42,1,1,1,2023-04-04 16:26:00,0,0,0,38.47,247.67,1142,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,601,2019-12-31 00:00:00,2024-12-31 00:00:00,17,17,Shops and Showrooms,314.31,1,1,1,2023-04-04 16:26:00,0,0,0,59.75,385.31,1142,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,595,2019-09-01 00:00:00,2022-12-31 00:00:00,18,18,2BHK,52.75,6,6,1,2023-01-14 14:19:00,0,2.1,0,22.37,82.68,1138,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,595,2019-09-01 00:00:00,2022-12-31 00:00:00,18,18,2BHK,62.68,6,6,1,2023-01-14 14:19:00,0,3.64,0,25.05,98.47,1138,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,595,2019-09-01 00:00:00,2022-12-31 00:00:00,18,18,2BHK,59.1,6,6,1,2023-01-14 14:19:00,0,2.53,0,32.25,100.79,1138,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,595,2019-09-01 00:00:00,2022-12-31 00:00:00,18,18,2BHK,58.79,6,6,1,2023-01-14 14:19:00,0,3.54,0,22.91,91.04,1138,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,595,2019-09-01 00:00:00,2022-12-31 00:00:00,18,18,2BHK,59.33,6,6,1,2023-01-14 14:19:00,0,8.93,0,20.49,93.82,1138,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,595,2019-09-01 00:00:00,2022-12-31 00:00:00,18,18,3BHK,78.96,6,6,1,2023-01-14 14:19:00,0,5.74,0,28.28,118.44,1139,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,595,2019-09-01 00:00:00,2022-12-31 00:00:00,18,18,3BHK,102.77,6,6,1,2023-01-14 14:19:00,0,4.05,0,39.01,153.27,1139,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,601,2021-02-20 00:00:00,2022-02-14 00:00:00,19,19,2BHK,73.3,1,0,0,2021-02-20 12:39:00,3.5,0,0,0,107.64,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,601,2021-02-20 00:00:00,2022-02-14 00:00:00,19,19,3BHK,107.34,1,0,0,2021-02-20 12:39:00,8.25,0,0,28.26,158.76,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,601,2017-10-21 00:00:00,2023-12-30 00:00:00,21,21,2BHK,76.21,20,12,0.6,2023-02-16 17:49:00,0,7.62,0,22.48,116.17,1138,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,601,2017-10-21 00:00:00,2023-12-30 00:00:00,21,21,2BHK,81.97,20,14,0.7,2023-02-16 17:49:00,0,10.04,0,24.28,125.46,1138,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,601,2017-10-21 00:00:00,2023-12-30 00:00:00,21,21,2BHK,76.21,1,0,0,2023-02-16 17:48:00,0,7.62,9.29,22.48,120.82,1138,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,601,2017-10-21 00:00:00,2023-12-30 00:00:00,21,21,2BHK,76.21,37,30,0.8108108108,2023-02-16 17:48:00,0,7.62,0,22.48,116.17,1138,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,601,2017-10-21 00:00:00,2023-12-30 00:00:00,21,21,3BHK,102.32,18,13,0.7222222222,2023-02-16 17:49:00,0,9,0,29.68,153.35,1139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,601,2017-10-21 00:00:00,2023-12-30 00:00:00,21,21,3BHK,106,16,15,0.9375,2023-02-16 17:49:00,0,15.15,0,31.84,164.5,1139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,601,2017-10-21 00:00:00,2023-12-30 00:00:00,21,21,3BHK,102.32,18,16,0.8888888889,2023-02-16 17:48:00,0,9,0,29.68,153.35,1139,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
